654,778,158,-397,-234,-143
650,775,170,-396,-226,-133
648,775,178,-400,-211,-127
644,775,186,-408,-195,-125
641,774,194,-418,-184,-126
637,774,203,-429,-178,-128
635,774,211,-439,-173,-132
632,770,220,-447,-168,-134
629,763,235,-455,-169,-135
623,755,251,-465,-172,-132
621,743,272,-479,-181,-127
622,728,296,-494,-187,-125
624,708,334,-514,-185,-125
632,684,383,-538,-172,-131
654,653,450,-568,-149,-149
681,607,549,-619,-100,-193
698,545,674,-702,-40,-252
747,447,786,-809,26,-325
800,315,873,-886,97,-404
831,139,903,-833,168,-458
900,-50,889,-605,206,-479
992,-194,863,-195,196,-490
1089,-269,844,305,221,-482
1156,-281,767,810,329,-446
1171,-225,549,1294,453,-339
1142,-140,312,1729,462,-131
1118,-14,100,2057,384,228
1091,107,-68,2286,339,636
1090,205,-209,2397,269,983
1071,260,-293,2386,164,1200
991,269,-348,2242,154,1268
879,272,-388,2023,227,1260
763,277,-449,1772,320,1202
641,284,-521,1526,396,1108
525,294,-587,1319,442,1009
429,314,-638,1164,444,913
356,337,-658,1038,426,820
303,363,-657,933,398,728
258,388,-654,839,368,644
222,415,-661,754,338,570
189,444,-657,677,304,502
161,472,-651,607,268,440
137,495,-646,545,234,381
114,517,-646,492,207,325
92,537,-647,447,181,273
74,558,-649,409,152,223
58,578,-649,375,113,173
47,596,-644,340,69,124
45,612,-640,300,29,74
46,626,-635,259,-5,22
49,642,-627,213,-29,-32
54,659,-617,163,-46,-87
63,672,-611,111,-57,-143
73,686,-609,62,-65,-200
80,701,-606,17,-73,-252
88,719,-598,-23,-88,-299
105,735,-590,-61,-108,-342
128,747,-580,-96,-133,-386
151,759,-570,-130,-158,-426
171,770,-559,-163,-180,-460
190,786,-545,-195,-196,-485
215,799,-533,-228,-214,-506
241,807,-522,-261,-237,-523
266,813,-507,-296,-263,-537
293,820,-486,-335,-289,-546
322,829,-464,-376,-306,-552
352,838,-441,-418,-309,-555
381,844,-420,-458,-306,-557
406,849,-395,-497,-305,-554
431,852,-368,-536,-308,-548
455,854,-336,-574,-312,-535
477,856,-301,-612,-311,-519
500,858,-264,-649,-302,-500
524,855,-226,-685,-289,-480
546,850,-186,-722,-273,-460
564,842,-143,-760,-249,-440
576,834,-103,-796,-217,-419
585,825,-68,-825,-182,-395
590,818,-37,-844,-157,-367
592,812,-9,-845,-143,-335
592,806,19,-833,-136,-300
595,798,49,-809,-134,-263
599,791,81,-782,-131,-229
604,782,112,-754,-128,-199
608,774,143,-729,-130,-174
611,766,173,-707,-134,-151
612,755,204,-690,-135,-131
610,744,231,-675,-132,-111
603,731,251,-660,-124,-92
593,718,268,-641,-118,-72
582,709,279,-612,-120,-56
571,703,289,-576,-130,-42
563,701,298,-534,-147,-34
556,700,309,-491,-167,-31
554,701,322,-451,-187,-33
556,703,335,-419,-201,-42
562,706,348,-396,-205,-56
573,709,359,-385,-200,-76
586,712,370,-382,-190,-97
598,713,380,-385,-176,-118
610,713,389,-391,-160,-135
619,709,402,-399,-144,-144
630,702,416,-407,-132,-148
636,694,443,-415,-120,-146
640,685,481,-426,-105,-140
652,669,523,-437,-87,-136
675,639,577,-450,-65,-143
698,600,634,-461,-38,-162
717,545,701,-471,-10,-188
729,478,770,-471,29,-209
731,388,847,-443,60,-212
740,278,927,-375,69,-191
773,159,996,-218,88,-147
847,62,1033,27,149,-108
950,-12,1034,345,250,-101
1043,-42,981,716,414,-144
1085,-45,857,1090,615,-185
1082,-16,648,1476,779,-161
1049,25,445,1843,852,-40
1032,95,266,2147,824,231
1036,172,78,2383,776,553
1094,254,-52,2487,673,809
1091,295,-143,2452,583,946
1014,312,-228,2258,569,979
911,320,-329,1999,592,982
811,321,-436,1726,619,969
716,319,-553,1478,621,937
617,318,-641,1281,594,896
522,320,-694,1134,533,849
441,323,-725,1020,451,801
372,329,-736,929,347,745
314,339,-732,846,242,685
267,352,-713,763,151,613
229,367,-694,687,80,533
193,386,-682,619,27,445
160,409,-675,561,-18,352
131,437,-665,508,-66,261
109,467,-650,455,-123,173
94,496,-636,401,-170,91
86,524,-628,349,-203,14
81,553,-621,298,-232,-58
79,588,-607,248,-262,-126
84,620,-593,198,-289,-191
88,645,-586,148,-310,-251
90,669,-579,100,-335,-302
89,695,-570,56,-371,-343
95,720,-557,13,-427,-374
108,739,-545,-25,-483,-399
125,756,-533,-56,-520,-422
137,775,-515,-84,-539,-442
154,794,-499,-110,-545,-460
172,809,-485,-133,-547,-479
189,821,-473,-154,-552,-499
205,835,-459,-176,-558,-514
226,850,-442,-199,-561,-526
250,862,-426,-224,-553,-536
275,869,-412,-247,-535,-545
295,876,-396,-273,-512,-551
311,884,-378,-301,-492,-553
329,890,-362,-330,-476,-548
349,892,-346,-357,-463,-543
366,889,-333,-379,-450,-534
380,886,-320,-398,-436,-523
397,882,-306,-412,-421,-509
416,879,-295,-421,-403,-497
433,876,-287,-426,-378,-487
442,873,-278,-427,-360,-479
453,874,-264,-430,-359,-469
470,874,-240,-440,-368,-460
490,875,-210,-460,-370,-454
510,876,-174,-493,-347,-452
532,878,-136,-533,-313,-455
548,878,-101,-575,-274,-460
554,878,-72,-611,-237,-461
555,877,-40,-635,-202,-453
558,875,-11,-648,-171,-441
559,873,13,-649,-145,-428
558,872,31,-634,-130,-418
557,868,50,-612,-126,-409
558,861,68,-587,-129,-399
566,851,86,-566,-131,-391
581,838,104,-554,-125,-383
598,824,120,-547,-112,-375
613,810,135,-544,-96,-366
624,797,151,-541,-85,-354
633,781,170,-537,-81,-336
640,764,190,-529,-80,-312
647,748,211,-516,-80,-285
654,736,228,-495,-83,-259
660,727,242,-465,-89,-236
663,723,257,-428,-101,-216
664,722,270,-391,-114,-198
668,724,283,-360,-127,-184
673,726,293,-337,-137,-176
678,724,311,-331,-148,-174
679,715,338,-342,-156,-173
681,697,371,-367,-158,-172
682,668,417,-401,-156,-169
690,631,473,-433,-156,-164
717,574,547,-453,-157,-159
749,499,630,-453,-158,-151
801,410,732,-412,-159,-128
889,313,841,-323,-132,-96
1021,220,938,-149,-32,-77
1146,148,1000,81,138,-76
1243,97,992,365,377,-80
1303,72,892,680,619,-61
1321,88,724,1018,811,15
1311,135,523,1351,894,215
1319,196,325,1632,897,497
1356,258,133,1845,887,815
1379,303,-36,1992,894,1074
1336,318,-158,2020,911,1218
1239,318,-257,1942,910,1284
1095,300,-369,1772,890,1292
953,281,-473,1572,869,1269
812,259,-550,1369,841,1209
679,242,-614,1189,797,1132
560,230,-660,1047,730,1042
459,227,-687,940,650,944
375,234,-691,855,565,847
312,252,-682,779,479,747
264,272,-674,709,403,648
222,300,-668,643,336,552
184,331,-663,582,274,465
151,365,-659,523,214,386
126,400,-651,466,157,312
106,434,-648,413,105,241
88,468,-645,364,52,172
72,497,-643,320,1,108
61,526,-636,279,-49,49
55,553,-625,237,-96,-6
54,579,-611,195,-135,-61
53,605,-598,153,-167,-114
57,630,-583,111,-195,-169
65,655,-570,71,-223,-223
76,679,-559,36,-247,-277
88,704,-545,3,-267,-326
100,728,-529,-28,-285,-368
115,752,-513,-60,-304,-402
135,774,-498,-91,-323,-430
158,789,-487,-119,-339,-454
181,802,-473,-146,-353,-473
202,821,-449,-174,-363,-488
222,841,-426,-204,-368,-500
240,857,-412,-232,-362,-507
260,868,-401,-257,-356,-511
277,879,-384,-280,-360,-510
291,890,-361,-304,-369,-504
307,900,-336,-328,-375,-495
326,904,-315,-351,-372,-484
341,902,-297,-370,-360,-475
347,908,-276,-386,-346,-462
354,911,-254,-402,-352,-447
368,909,-233,-416,-376,-429
387,904,-212,-429,-392,-410
410,899,-187,-444,-390,-395
434,896,-156,-461,-380,-384
457,896,-127,-482,-363,-380
477,894,-101,-503,-335,-381
493,891,-79,-520,-307,-382
502,888,-60,-532,-286,-381
509,884,-42,-540,-271,-375
513,878,-23,-544,-265,-364
516,868,-2,-547,-264,-352
518,857,19,-552,-263,-340
522,851,36,-553,-255,-333
533,850,53,-547,-243,-335
545,849,66,-534,-236,-343
555,849,79,-517,-235,-355
562,850,91,-495,-237,-365
568,849,100,-474,-240,-368
575,847,109,-451,-244,-361
582,846,117,-429,-245,-347
586,842,124,-406,-246,-325
588,836,133,-385,-252,-299
587,828,144,-367,-258,-268
587,820,153,-351,-261,-241
592,812,159,-336,-264,-220
599,805,159,-318,-268,-207
610,799,161,-297,-270,-200
627,793,165,-277,-271,-202
642,787,172,-264,-267,-207
654,783,183,-263,-255,-213
665,780,196,-272,-241,-217
674,778,211,-292,-224,-218
684,776,228,-316,-207,-217
696,770,255,-346,-189,-215
706,759,295,-383,-172,-214
717,743,344,-424,-150,-214
733,718,405,-467,-125,-218
767,680,472,-504,-102,-228
818,619,546,-527,-65,-250
878,542,634,-530,-15,-279
956,430,733,-497,40,-303
1041,297,832,-421,112,-313
1157,149,885,-246,245,-310
1275,25,874,44,438,-317
1350,-29,783,488,653,-347
1374,-27,631,1000,866,-359
1311,9,426,1544,1029,-286
1196,66,214,2072,1037,7
1104,150,-12,2535,902,478
1256,256,-48,2829,668,984
1377,282,-102,2885,541,1221
1286,249,-170,2688,622,1193
1112,219,-283,2369,715,1140
982,189,-432,2029,777,1117
882,160,-580,1749,793,1092
790,135,-702,1540,766,1051
695,126,-752,1392,701,998
622,130,-768,1264,635,939
564,142,-759,1140,576,865
501,156,-756,1025,519,789
429,169,-764,928,456,716
365,184,-792,852,380,647
308,205,-794,788,284,573
262,227,-798,733,179,494
225,252,-791,684,71,402
194,277,-781,638,-20,306
168,301,-767,588,-84,208
149,330,-755,528,-122,107
136,360,-747,464,-151,8
130,391,-742,394,-182,-91
125,416,-743,327,-219,-183
122,441,-746,268,-274,-262
121,468,-742,219,-337,-327
121,499,-732,182,-396,-374
133,527,-721,156,-449,-411
153,553,-712,139,-485,-444
172,581,-699,127,-510,-475
189,614,-684,113,-525,-503
208,649,-670,90,-535,-532
227,677,-663,62,-541,-557
243,698,-663,30,-541,-575
256,715,-661,-4,-535,-586
267,733,-651,-44,-526,-593
280,753,-636,-88,-517,-601
290,770,-624,-135,-507,-610
297,783,-615,-179,-494,-618
304,796,-605,-217,-482,-622
316,808,-595,-249,-471,-624
330,821,-582,-277,-462,-625
342,835,-563,-304,-454,-625
353,847,-541,-333,-439,-622
363,859,-522,-364,-413,-615
369,868,-507,-391,-382,-605
376,874,-494,-412,-351,-591
383,878,-478,-426,-326,-575
389,879,-463,-434,-308,-560
396,877,-449,-440,-298,-547
404,876,-433,-445,-297,-535
414,876,-411,-454,-291,-529
427,877,-389,-468,-276,-528
443,878,-366,-490,-257,-535
458,878,-345,-514,-236,-544
470,879,-324,-543,-213,-555
479,880,-307,-571,-187,-565
490,881,-288,-599,-166,-570
503,882,-265,-624,-149,-575
517,880,-235,-651,-133,-578
535,878,-202,-679,-115,-581
558,877,-160,-713,-95,-589
575,875,-123,-749,-56,-599
586,873,-89,-780,-12,-605
594,868,-58,-799,26,-602
598,861,-29,-805,57,-592
599,852,3,-797,76,-571
602,842,37,-782,82,-545
600,829,75,-765,70,-513
